Bulbasaur,Bulbasaur. Seed Pokemon. A strange seed was planted on its back at birth. The plant sprouts and grows with this Pokemon.
Ivysaur,"Ivysaur. Seed Pokemon. When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs."
Venusaur,Venusaur. Seed Pokemon. The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
Charmander,"Charmander. Lizard Pokemon. Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail."
Charmeleon,"Charmeleon. Flame Pokemon. When it swings its burning tail, it elevates the temperature to unbearably high levels."
Charizard,Charizard. Flame Pokemon. Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
Squirtle,"Squirtle. Tiny Turtle Pokemon. After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth."
Wartortle,"Wartortle. Turtle Pokemon. Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance."
Blastoise,Blastoise. Shellfish Pokemon. A brutal Pokemon with pressurized water jets on its shell. They are used for high speed tackles.
Caterpie,Caterpie. Worm Pokemon. Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
Metapod,"Metapod. Cocoon Pokemon. This Pokemon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
Butterfree,"Butterfree. Butterfly Pokemon. In battle, it flaps its wings at high speed to release highly toxic dust into the air."
Weedle,"Weedle. Hairy Bug Pokemon. Often found in forests, eating leaves. It has a sharp venomous stinger on its head."
Kakuna,"Kakuna. Cocoon Pokemon. Almost incapable of moving, this Pokemon can only harden its shell to protect itself from predators."
Beedrill,Beedrill. Poison Bee Pokemon. Flies at high speed and attacks using its large venomous stingers on its forelegs and tail.
Pidgey,Pidgey. Tiny Bird Pokemon. A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
Pidgeotto,"Pidgeotto. Bird Pokemon. Very protective of its sprawling territorial area, this Pokemon will fiercely peck at any intruder."
Pidgeot,"Pidgeot. Bird Pokemon. When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp ."
Rattata,"Rattata. Mouse Pokemon. Bites anything when it attacks. Small and very quick, it is a common sight in many places."
Raticate,Raticate. Mouse Pokemon. It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.
Spearow,Spearow. Tiny Bird Pokemon. Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.
Fearow,"Fearow. Beak Pokemon. With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
Ekans,"Ekans. Snake Pokemon. Moves silently and stealthily. Eats the eggs of birds, such as Pidgey and Spearow , whole."
Arbok,Arbok. Cobra Pokemon. It is rumored that the ferocious warning markings on its belly differ from area to area.
Pikachu,"Pikachu. Mouse Pokemon. When several of these Pokemon gather, their electricity could build and cause lightning storms."
Raichu,Raichu. Mouse Pokemon. Its long tail serves as a ground to protect itself from its own high voltage power.
Sandshrew,Sandshrew. Mouse Pokemon. Burrows deep underground in arid locations far from water. It only emerges to hunt for food.
Sandslash,Sandslash. Mouse Pokemon. Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.
Nidoran (female),"Nidoran%E2%99%80. Poison Pin Pokemon. Although small, its venomous barbs render this Pokemon dangerous. The female has smaller horns."
Nidorina,Nidorina. Poison Pin Pokemon. The female's horn develops slowly. Prefers physical attacks such as clawing and biting.
Nidoqueen,Nidoqueen. Drill Pokemon. Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
Nidoran (male),"Nidoran%E2%99%82. Poison Pin Pokemon. Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom."
Nidorino,Nidorino. Poison Pin Pokemon. An aggressive Pokemon that is quick to attack. The horn on its head secretes a powerful venom.
Nidoking,"Nidoking. Drill Pokemon. It uses its powerful tail in battle to smash, constrict, then break the prey's bones."
Clefairy,Clefairy. Fairy Pokemon. Its magical and cute appeal has many admirers. It is rare and found only in certain areas.
Clefable,Clefable. Fairy Pokemon. A timid fairy Pokemon that is rarely seen. It will run and hide the moment it senses people.
Vulpix,"Vulpix. Fox Pokemon. At the time of birth, it has just one tail. The tail splits from its tip as it grows older."
Ninetales,Ninetales. Fox Pokemon. Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.
Jigglypuff,"Jigglypuff. Balloon Pokemon. When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep ."
Wigglytuff,"Wigglytuff. Balloon Pokemon. The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
Zubat,Zubat. Bat Pokemon. Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.
Golbat,"Golbat. Bat Pokemon. Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly."
Oddish,"Oddish. Weed Pokemon. During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds."
Gloom,Gloom. Weed Pokemon. The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.
Vileplume,"Vileplume. Flower Pokemon. The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
Paras,Paras. Mushroom Pokemon. Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.
Parasect,Parasect. Mushroom Pokemon. A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.
Venonat,Venonat. Insect Pokemon. Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
Venomoth,Venomoth. Poison Moth Pokemon. The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
Diglett,Diglett. Mole Pokemon. Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.
Dugtrio,Dugtrio. Mole Pokemon. A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.
Meowth,Meowth. Scratch Cat Pokemon. Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
Persian,"Persian. Classy Cat Pokemon. Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
Psyduck,"Psyduck. Duck Pokemon. While lulling its enemies with its vacant look, this wily Pokemon will use psychokinetic powers."
Golduck,"Golduck. Duck Pokemon. Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa ."
Mankey,Mankey. Pig Monkey Pokemon. Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
Primeape,Primeape. Pig Monkey Pokemon. Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.
Growlithe,Growlithe. Puppy Pokemon. Very protective of its territory. It will bark and bite to repel intruders from its space.
Arcanine,Arcanine. Legendary Pokemon. A Pokemon that has been admired since the past for its beauty. It runs agilely as if on wings.
Poliwag,Poliwag. Tadpole Pokemon. Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.
Poliwhirl,"Poliwhirl. Tadpole Pokemon. Capable of living in or out of water. When out of water, it sweats to keep its body slimy."
Poliwrath,Poliwrath. Tadpole Pokemon. An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.
Abra,"Abra. Psi Pokemon. Using its ability to read minds, it will identify impending danger and Teleport to safety."
Kadabra,Kadabra. Psi Pokemon. It emits special alpha waves from its body that induce headaches just by being close by.
Alakazam,"Alakazam. Psi Pokemon. Its brain can outperform a super-computer. Its intelligence quotient is said to be 5,000."
Machop,Machop. Superpower Pokemon. Loves to build its muscles. It trains in all styles of martial arts to become even stronger.
Machoke,"Machoke. Superpower Pokemon. Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions."
Machamp,"Machamp. Superpower Pokemon. Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon."
Bellsprout,Bellsprout. Flower Pokemon. A carnivorous Pokemon that traps and eats bugs. It uses its root feet to soak up needed moisture.
Weepinbell,Weepinbell. Flycatcher Pokemon. It spits out PoisonPowder to immobilize the enemy and then finishes it with a spray of Acid .
Victreebel,"Victreebel. Flycatcher Pokemon. Said to live in huge colonies deep in jungles, although no one has ever returned from there."
Tentacool,Tentacool. Jellyfish Pokemon. Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid .
Tentacruel,"Tentacruel. Jellyfish Pokemon. The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
Geodude,"Geodude. Rock Pokemon. Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
Graveler,Graveler. Rock Pokemon. Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
Golem,Golem. Megaton Pokemon. Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
Ponyta,Ponyta. Fire Horse Pokemon. Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
Rapidash,"Rapidash. Fire Horse Pokemon. Very competitive, this Pokemon will chase anything that moves fast in the hopes of racing it."
Slowpoke,Slowpoke. Dopey Pokemon. Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
Slowbro,Slowbro. Hermit Crab Pokemon. The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left over scraps.
Magnemite,Magnemite. Magnet Pokemon. Uses anti-gravity to stay suspended. Appears without warning and uses Thunder Wave and similar moves.
Magneton,Magneton. Magnet Pokemon. Formed by several Magnemite s linked together. They frequently appear when sunspots flare up.
Farfetch'd,Farfetch'd. Wild Duck Pokemon. The sprig of green onions it holds is its weapon. It is used much like a metal sword.
Doduo,Doduo. Twin Bird Pokemon. A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
Dodrio,"Dodrio. Triple Bird Pokemon. Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
Seel,Seel. Sea Lion Pokemon. The protruding horn on its head is very hard. It is used for bashing through thick ice.
Dewgong,Dewgong. Sea Lion Pokemon. Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
Grimer,Grimer. Sludge Pokemon. Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
Muk,"Muk. Sludge Pokemon. Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
Shellder,Shellder. Bivalve Pokemon. Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
Cloyster,"Cloyster. Bivalve Pokemon. When attacked, it launches its horns in quick volleys. Its innards have never been seen."
Gastly,"Gastly. Gas Pokemon. Almost invisible, this gaseous Pokemon cloaks the target and puts it to sleep without notice."
Haunter,"Haunter. Gas Pokemon. Because of its ability to slip through block walls, it is said to be from another dimension."
Gengar,"Gengar. Shadow Pokemon. Under a full moon, this Pokemon likes to mimic the shadows of people and laugh at their fright."
Onix,"Onix. Rock Snake Pokemon. As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
Drowzee,Drowzee. Hypnosis Pokemon. Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
Hypno,"Hypno. Hypnosis Pokemon. When it locks eyes with an enemy, it will use a mix of PSI moves such as Hypnosis and Confusion ."
Krabby,"Krabby. River Crab Pokemon. Its pincers are not only powerful weapons, they are used for balance when walking sideways."
Kingler,"Kingler. Pincer Pokemon. The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use."
Voltorb,"Voltorb. Ball Pokemon. Usually found in power plants. Easily mistaken for a Poke Ball , they have zapped many people."
Electrode,Electrode. Ball Pokemon. It stores electric energy under very high pressure. It often explodes with little or no provocation.
Exeggcute,"Exeggcute. Egg Pokemon. Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
Exeggutor,"Exeggutor. Coconut Pokemon. Legend has it that on rare occasions, one of its heads will drop off and continue on as an Exeggcute ."
Cubone,"Cubone. Lonely Pokemon. Because it never removes its skull helmet, no one has ever seen this Pokemon's real face."
Marowak,Marowak. Bone Keeper Pokemon. The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
Hitmonlee,"Hitmonlee. Kicking Pokemon. When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
Hitmonchan,"Hitmonchan. Punching Pokemon. While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
Lickitung,Lickitung. Licking Pokemon. Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
Koffing,"Koffing. Poison Gas Pokemon. Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
Weezing,"Weezing. Poison Gas Pokemon. Where two kinds of poison gases meet, 2 Koffings can fuse into a Weezing over many years."
Rhyhorn,Rhyhorn. Spikes Pokemon. Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
Rhydon,"Rhydon. Drill Pokemon. Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees ."
Chansey,Chansey. Egg Pokemon. A rare and elusive Pokemon that is said to bring happiness to those who manage to get it.
Tangela,Tangela. Vine Pokemon. The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.
Kangaskhan,Kangaskhan. Parent Pokemon. The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
Horsea,Horsea. Dragon Pokemon. Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
Seadra,Seadra. Dragon Pokemon. Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
Goldeen,"Goldeen. Goldfish Pokemon. Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen."
Seaking,"Seaking. Goldfish Pokemon. In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
Staryu,Staryu. Star Shape Pokemon. An enigmatic Pokemon that can effortlessly regenerate any appendage it loses in battle.
Starmie,Starmie. Mysterious Pokemon. Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
Mr Mime,"Mr._Mime. Barrier Pokemon. If interrupted while it is miming, it will slap around the offender with its broad hands."
Scyther,"Scyther. Mantis Pokemon. With ninja-like agility and speed, it can create the illusion that there is more than one."
Jynx,Jynx. Human Shape Pokemon. It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
Electabuzz,"Electabuzz. Electric Pokemon. Normally found near power plants, they can wander away and cause major blackouts in cities."
Magmar,Magmar. Spitfire Pokemon. Its body always burns with an orange glow that enables it to hide perfectly among flames.
Pinsir,"Pinsir. Stag Beetle Pokemon. If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
Tauros,"Tauros. Wild Bull Pokemon. When it targets an enemy, it charges furiously while whipping its body with its long tails."
Magikarp,"Magikarp. Fish Pokemon. In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
Gyarados,"Gyarados. Atrocious Pokemon. Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
Lapras,Lapras. Transport Pokemon. A Pokemon that has been overhunted almost to extinction. It can ferry people across the water.
Ditto,Ditto. Transform Pokemon. Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
Eevee,Eevee. Evolution Pokemon. Its genetic code is irregular. It may mutate if it is exposed to radiation from Evolution stones.
Vaporeon,Vaporeon. Bubble Jet Pokemon. Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.
Jolteon,Jolteon. Lightning Pokemon. It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.
Flareon,"Flareon. Flame Pokemon. When storing thermal energy in its body, its temperature could soar to over 1600 degrees ."
Porygon,Porygon. Virtual Pokemon. A Pokemon that consists entirely of programming code. Capable of moving freely in cyberspace.
Omanyte,"Omanyte. Spiral Pokemon. Although long extinct, in rare cases, it can be genetically resurrected from fossils."
Omastar,Omastar. Spiral Pokemon. A prehistoric Pokemon that died out when its heavy shell made it impossible to catch prey.
Kabuto,Kabuto. Shellfish Pokemon. A Pokemon that was resurrected from a fossil found in what was once the ocean floor eons ago.
Kabutops,Kabutops. Shellfish Pokemon. Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
Aerodactyl,"Aerodactyl. Fossil Pokemon. A ferocious, prehistoric Pokemon that goes for the enemy's throat with its serrated saw-like fangs."
Snorlax,"Snorlax. Sleeping Pokemon. Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
Articuno,Articuno. Freeze Pokemon. A legendary bird Pokemon that is said to appear to doomed people who are lost in icy mountains.
Zapdos,Zapdos. Electric Pokemon. A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.
Moltres,Moltres. Flame Pokemon. Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
Dratini,Dratini. Dragon Pokemon. Long considered a mythical Pokemon until recently when a small colony was found living underwater.
Dragonair,Dragonair. Dragon Pokemon. A mystical Pokemon that exudes a gentle aura. Has the ability to change climate conditions.
Dragonite,Dragonite. Dragon Pokemon. An extremely rarely seen marine Pokemon. Its intelligence is said to match that of humans.
Mewtwo,Mewtwo. Genetic Pokemon. It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
Mew,Mew. New Species Pokemon. So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
